Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4Qbjmdlv1eZDD1u8SWe1pt,"1w5Kfo2jwwIPruYS2UWh56","Alive","Ten","Pearl Jam",1991,341160,0,spotify:user:,2011-12-12T21:13:15Z,"alternative metal,alternative rock,grunge,permanent wave,rock",0.298,0.826,2,-8.052,1,0.0405,0.00536,0.000015,0.44,0.529,75.427,4
6mcUJdCS0PWFOnvyRC0CD4,"1vCWHaC5f2uS3yhpwWbIA6,0lHsjYcb3lGjkJQQqC6HVt","My Feelings for You","My Feelings For You","Avicii,Sebastien Drums",2010-07-19,375093,0,spotify:user:,2011-12-12T21:14:32Z,"dance pop,edm,pop,pop dance,progressive electro house",0.695,0.952,6,-2.148,0,0.0722,0.0703,0.122,0.0612,0.0497,127.98,4
0j5X6DrzkgY64Mm8NQp5mi,"7dGJo4pcD2V6oG8kP0tJRR","Lose Yourself - Soundtrack Version","Lose Yourself (International Version)","Eminem",2002-11-13,326640,0,spotify:user:,2011-12-12T21:17:55Z,"detroit hip hop,hip hop,rap",0.69,0.747,2,-4.583,1,0.264,0.0094,0.000709,0.355,0.0701,171.367,4
6cTLMb7FncAoQNMUZPFrCT,"77IURH5NC56Jn09QHi76is","Fast Lane","Hell: The Sequel (Deluxe)","Bad Meets Evil",2011-01-01,249560,0,spotify:user:,2011-12-12T21:18:49Z,"detroit hip hop",0.614,0.868,1,-3.833,1,0.28,0.0484,0,0.231,0.361,115.913,5
5ZrrXIYTvjXPKVQMjqaumR,"57dN52uHvrHOxijzpIgu3E","Loud Pipes","Classics","Ratatat",2006-08-22,226533,0,spotify:user:,2011-12-12T21:19:01Z,"indietronica",0.718,0.703,7,-7.162,0,0.0382,0.109,0.822,0.208,0.858,87.975,4
1IHqVhy6oOg2aKUU2nthZK,"0VUVvNFIyMeIWguwhhImIc","Frk. Escobar","Cassiopeia (Remastered)","L.O.C.",2006-06-19,193666,43,spotify:user:,2011-12-12T21:21:44Z,"danish hip hop,danish pop",0.88,0.752,0,-5.135,1,0.186,0.448,0,0.0414,0.769,99.958,4
6rU1x0YuSqyQyqN9dKkFSI,"0VUVvNFIyMeIWguwhhImIc","Momentet (feat. U$O) - ARTMUS Re-fix","Momentet feat. U$O (Remixes)","L.O.C.",2011-06-03,304000,4,spotify:user:,2011-12-12T21:22:18Z,"danish hip hop,danish pop",0.819,0.615,8,-6.518,1,0.126,0.179,0.000165,0.0831,0.402,104.98,4
6rxwiRYIpl8ewZv0xat99Y,"0VUVvNFIyMeIWguwhhImIc","Mig og min paranoia","Cassiopeia (Remastered)","L.O.C.",2006-06-19,228506,21,spotify:user:,2011-12-12T21:22:34Z,"danish hip hop,danish pop",0.778,0.491,9,-6.208,0,0.336,0.537,0.00179,0.0762,0.399,88.978,4
0ozSQYLquyvX3ti5lQ0YRl,"0VUVvNFIyMeIWguwhhImIc,3iYvxketuV7AAPCJuWSDH2","Libertiner (feat. Johan Olsen)","Libertiner (Remastered)","L.O.C.,Johan Olsen",2011-10-07,180611,32,spotify:user:,2011-12-12T21:23:09Z,"danish hip hop,danish pop",0.696,0.505,6,-9.364,0,0.164,0.267,0,0.186,0.643,128.181,3
1X5BV1y7Ngvfv38hB8KU9f,"0VUVvNFIyMeIWguwhhImIc","Hvem","Inkarneret","L.O.C.",2003-07-01,282080,0,spotify:user:,2011-12-12T21:23:35Z,"danish hip hop,danish pop",0.794,0.496,5,-7.424,0,0.2,0.651,0,0.573,0.315,94.016,4
1yVuReSvug3UqUJf08NZOo,"7iLc4hrjOjQPfg1E3cCHg1","Alcoholic - original mix","Alcoholic","Tim Berg",2010-09-20,456560,0,spotify:user:,2011-12-12T21:25:57Z,"edm,electro house,pop dance,progressive electro house",0.783,0.677,7,-8.69,1,0.0785,0.00453,0.876,0.253,0.0421,128.008,4
7vfF8TSBIejWetOiSeEvHO,"70BYFdaZbEKbeauJ670ysI","Son of Sam","The Sound of Madness (Deluxe Edition)","Shinedown",2008-06-24,217853,33,spotify:user:,2011-12-12T21:26:41Z,"alternative metal,nu metal,post-grunge",0.426,0.993,4,-3.904,1,0.117,0.0000072,0.000203,0.053,0.431,156.049,4
4bSQ3npD0eilk6cOBycxlu,"1f5GqyOPo0CkotzzRwviBu,31TPClRtHm23RisEBtV3X7","Motherlover","Motherlover","The Lonely Island,Justin Timberlake",2011-01-01,169733,0,spotify:user:,2011-12-12T21:27:50Z,"comedy rap,comic,dance pop,pop",0.766,0.71,2,-6.197,1,0.0649,0.0189,0.000158,0.134,0.598,131.238,4
1DzpjTRfUYNrAtj6OpkR2m,"1f5GqyOPo0CkotzzRwviBu,31TPClRtHm23RisEBtV3X7,1HY2Jd0NmPuamShAr6KMms","3-Way (The Golden Rule)","3-Way (The Golden Rule)","The Lonely Island,Justin Timberlake,Lady Gaga",2011-01-01,171066,0,spotify:user:,2011-12-12T21:27:54Z,"comedy rap,comic,dance pop,pop,art pop",0.713,0.817,6,-3.819,0,0.19,0.0563,0,0.387,0.519,90.011,4
63FBHusPgw9X6tz66prs5N,"22bukBZvUppuwQwmDz75Gz","Koko","Eleve11","Sander van Doorn",2011-09-19,235680,18,spotify:user:,2011-12-12T21:29:03Z,"dutch house,dutch trance,edm,electro house,pop dance,progressive electro house,progressive house",0.694,0.699,0,-8.995,0,0.0615,0.025,0.923,0.268,0.353,127.988,4
5E9uMoNAVskKhAdAROn6dK,"3eH2apcLhzhnr3eWmH3VBf","Side By Side","Felguk - Side By Side","Felguk",2009-05-05,403064,23,spotify:user:,2011-12-12T21:31:45Z,"brazilian bass,brazilian edm,complextro,electro house,melbourne bounce",0.737,0.805,2,-3.009,1,0.0477,0.0000181,0.494,0.234,0.746,130.009,3
2O9gAqegHRJY3OpC3bJ2qz,"0ObdxTLqohRuWEwgtkkSoh","Milk & Honey - Felguk Remix","Diskonnected, Mixed by Lazy Rich","Soundpusher",2011-03-21,340739,0,spotify:user:,2011-12-12T21:32:05Z,"",0.631,0.88,11,-5.893,1,0.0798,0.000936,0.0269,0.054,0.765,129.003,4
6ttxuWDji7xQoXJ0dfMrbB,"3eH2apcLhzhnr3eWmH3VBf","Buzz Me - Rework 2011 Master","Kool As F**k - Electro House Volume 2","Felguk",2007,448779,1,spotify:user:,2011-12-12T21:32:46Z,"brazilian bass,brazilian edm,complextro,electro house,melbourne bounce",0.887,0.751,0,-4.472,1,0.106,0.000151,0.83,0.063,0.443,129.997,4
7vwkKw2Xd7Pks1X712Au0T,"7dWYWUbO68rXJOcyA7SpJk,5bf6yYgHODBW5EreBZshpX","Remember the Name (feat. Styles of Beyond)","The Rising Tied (Deluxe Edition)","Fort Minor,Styles Of Beyond",2005-11-15,230493,58,spotify:user:,2011-12-12T21:33:14Z,"rap rock,cali rap",0.688,0.835,8,-4.162,1,0.0911,0.0583,0.00000287,0.0795,0.88,84.858,4
1l3JsYIACtqHi4LDiB7c4l,"7dWYWUbO68rXJOcyA7SpJk,4rOtaKOGHla5WoXOmfYasI,5bf6yYgHODBW5EreBZshpX","Believe Me (feat. Bobo & Styles of Beyond)","Believe Me","Fort Minor,Bobo,Styles Of Beyond",2005-11-07,222960,31,spotify:user:,2011-12-12T21:33:18Z,"rap rock,cali rap",0.702,0.978,8,-3.406,1,0.0473,0.0649,0.000444,0.311,0.668,110,4
4ImIJRZNJhNQLLdUFSYJoS,"3TOqt5oJwL9BE2NG9MEwDa","Down with the Sickness","The Sickness (10th Anniversary Edition)","Disturbed",2010-03-12,278706,66,spotify:user:,2011-12-12T21:39:16Z,"alternative metal,nu metal,rap metal,rock",0.649,0.896,10,-2.704,0,0.056,0.000319,0.0000119,0.102,0.924,90.009,4
4nQSHpbaZISyVyiXHPVwp9,"3TOqt5oJwL9BE2NG9MEwDa","Indestructible","Disturbed","Disturbed",2010-04-26,278026,10,spotify:user:,2011-12-12T21:39:19Z,"alternative metal,nu metal,rap metal,rock",0.43,0.966,8,-4.605,1,0.0733,0.000209,0.123,0.371,0.524,179.956,4
5PeSg6nL25fTbHEUpnZapJ,"3TOqt5oJwL9BE2NG9MEwDa","Ten Thousand Fists","Disturbed","Disturbed",2010-04-26,212040,8,spotify:user:,2011-12-12T21:39:23Z,"alternative metal,nu metal,rap metal,rock",0.54,0.977,1,-3.409,1,0.0876,0.0000255,0.0588,0.0533,0.211,106.907,4
2fwfZDXNBxx2alE6clKQcZ,"71fY009eJ8QSpSNGDSkSuK","Silverflame - 2010 Digital Remaster","Dizzy Mizz Lizzy [Re-mastered]","Dizzy Mizz Lizzy",1994,312000,46,spotify:user:,2011-12-12T21:49:36Z,"danish alternative rock,danish pop,danish pop rock,danish rock",0.312,0.606,5,-6.979,0,0.0308,0.0019,0.000235,0.129,0.137,127.517,4
4sED67bl2t86z1bEx3J0S0,"6REqW9uKkS1f765Mzc30dL","Runaway","Population: Declining (Special Edition)","Hail The Villain",2010-06-04,191320,39,spotify:user:,2011-12-28T17:21:39Z,"",0.127,0.969,1,-4.475,0,0.107,0.0000864,0,0.118,0.308,176.123,4
4SkDYOAZSsHb7uF66xXpgt,"2d0hyoQ5ynDBnkvAbJKORj","Killing In The Name","Rage Against The Machine/Evil Empire","Rage Against The Machine",2003,314000,0,spotify:user:,2011-12-30T01:05:50Z,"alternative metal,alternative rock,conscious hip hop,funk metal,hard rock,nu metal,political hip hop,post-grunge,rap metal,rap rock,rock",0.453,0.78,7,-6.497,1,0.279,0.0178,0.00000214,0.031,0.712,85.366,4
1mjQfuj2qBcRXQZSoHUqUs,"2d0hyoQ5ynDBnkvAbJKORj","Bulls on Parade","Rage Against The Machine/Evil Empire","Rage Against The Machine",2003,229693,0,spotify:user:,2011-12-30T01:05:53Z,"alternative metal,alternative rock,conscious hip hop,funk metal,hard rock,nu metal,political hip hop,post-grunge,rap metal,rap rock,rock",0.411,0.921,5,-7.291,1,0.177,0.0151,0.073,0.592,0.581,166.577,4
74ijkhOCHzP4h4N8PJGH2D,"2d0hyoQ5ynDBnkvAbJKORj","Bombtrack","Rage Against The Machine/Evil Empire","Rage Against The Machine",2003,244093,0,spotify:user:,2011-12-30T01:06:02Z,"alternative metal,alternative rock,conscious hip hop,funk metal,hard rock,nu metal,political hip hop,post-grunge,rap metal,rap rock,rock",0.48,0.856,6,-7.648,0,0.111,0.0115,0.0000349,0.163,0.652,152.243,4
1yPQEVh4z4davqR8Y9iDQT,"2d0hyoQ5ynDBnkvAbJKORj","Guerilla Radio","Body Of War: Songs That Inspired An Iraq War Veteran","Rage Against The Machine",2008-03-14,207413,0,spotify:user:,2011-12-30T01:06:17Z,"alternative metal,alternative rock,conscious hip hop,funk metal,hard rock,nu metal,political hip hop,post-grunge,rap metal,rap rock,rock",0.586,0.967,11,-4.894,1,0.236,0.015,0.0000161,0.17,0.476,103.537,4
5fA73CY02uyQko1uPRmO2e,"2d0hyoQ5ynDBnkvAbJKORj","Know Your Enemy","Rage Against The Machine/Evil Empire","Rage Against The Machine",2003,295026,0,spotify:user:,2011-12-30T01:20:39Z,"alternative metal,alternative rock,conscious hip hop,funk metal,hard rock,nu metal,political hip hop,post-grunge,rap metal,rap rock,rock",0.583,0.748,4,-7.996,1,0.138,0.0112,0.00402,0.128,0.596,117.301,4
1bzawDapLwTXXjG6cXh7M4,"0VUVvNFIyMeIWguwhhImIc","Hva' Så Homie","Inkarneret","L.O.C.",2003-07-01,221493,0,spotify:user:,2011-12-30T17:39:06Z,"danish hip hop,danish pop",0.771,0.631,4,-6.011,0,0.462,0.433,0,0.0916,0.706,96.097,4
2g7uRZ68eLtv74XrxgdT2q,"7hJcb9fa4alzcOq3EaNPoG,137W8MRPWKqSmrBGDBFSop,0du5cEVh5yTK9QJze8zA0C","Young, Wild & Free (feat. Bruno Mars)","Mac and Devin Go To High School (Music From and Inspired By The Movie)","Snoop Dogg,Wiz Khalifa,Bruno Mars",2011-12-09,207333,66,spotify:user:,2012-01-09T20:03:13Z,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap,pittsburgh rap,southern hip hop,trap,dance pop,pop",0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,4
5CNvstE2UZAc2RbWTaoikM,"07JTRGL3SO0v492XOpYhGN","Rio De Janeiro - Original Mix","Rio De Janeiro","Maison & Dragen",2012-01-16,382421,15,spotify:user:,2012-01-16T20:27:37Z,"progressive electro house",0.562,0.979,9,-3.915,0,0.0582,0.000927,0.9,0.0257,0.508,125.994,4
6OVJkHzdPHNIEndRSzK0Iw,"74HomvqoUecDcUPRespyqg","Kender Du Typen","Ingen Slukker The Stars","Suspekt",2003,129986,32,spotify:user:,2012-01-17T18:22:47Z,"danish hip hop,danish pop",0.832,0.647,10,-6.239,0,0.271,0.0353,0,0.0949,0.964,108.103,4
41Vb5dikqHwkd3JV7q4FXq,"74HomvqoUecDcUPRespyqg","Hvem Er En... Kælling?","Ingen Slukker The Stars","Suspekt",2003,226013,36,spotify:user:,2012-01-17T18:25:24Z,"danish hip hop,danish pop",0.796,0.776,10,-4.694,0,0.246,0.22,0.0000996,0.108,0.844,96.431,4
2y9wdasIYE6CIPmhVcXc5N,"74HomvqoUecDcUPRespyqg","En Lang Nat","Ingen Slukker The Stars","Suspekt",2003,243866,30,spotify:user:,2012-01-17T19:16:13Z,"danish hip hop,danish pop",0.753,0.755,10,-3.957,0,0.197,0.165,0,0.278,0.692,92.013,4
3NcO4jGK1Opb5ea0mYLpxb,"0jnsk9HBra6NMjO2oANoPY","Good Feeling","Good Feeling","Flo Rida",2011-08-29,248133,58,spotify:user:,2012-01-18T15:20:44Z,"dance pop,miami hip hop,pop,pop rap",0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4
0NvWtuf2MCK4EJ9StzyYmc,"74HomvqoUecDcUPRespyqg","Midt I En Drøm","Prima Nocte","Suspekt",2007,363160,0,spotify:user:,2012-01-18T16:59:27Z,"danish hip hop,danish pop",0.641,0.649,6,-5.193,1,0.207,0.575,0,0.129,0.351,94.865,4
4KvgEuGiWuTPEl97m8BNcm,"74HomvqoUecDcUPRespyqg","Tabuisme","Prima Nocte","Suspekt",2007,270413,0,spotify:user:,2012-01-18T17:07:58Z,"danish hip hop,danish pop",0.656,0.948,1,-4.71,0,0.271,0.376,0.000091,0.19,0.382,129.823,4
4c9FIjxXYYEyD9iH02fvbu,"3a9qv6NLHnsVxJUtKOMHvD","Animus Vox","Drink the Sea","The Glitch Mob",2010-06-08,404080,49,spotify:user:,2012-01-27T21:51:40Z,"complextro,glitch,glitch hop,indietronica",0.68,0.533,10,-10.572,0,0.0391,0.161,0.753,0.319,0.412,99.946,4
5Vk51mkbhBEeNU4YPuf1sP,"74HomvqoUecDcUPRespyqg","Numero UNO","Prima Nocte","Suspekt",2007,225106,0,spotify:user:,2012-01-28T02:27:41Z,"danish hip hop,danish pop",0.735,0.464,2,-9.992,1,0.312,0.257,0.00000223,0.549,0.13,106.731,4
5zyEUkL2SNiJQ4iQVnhWkk,"74HomvqoUecDcUPRespyqg","Kinky Fætter","Ingen Slukker The Stars","Suspekt",2003,132826,55,spotify:user:,2012-01-28T22:32:31Z,"danish hip hop,danish pop",0.858,0.731,10,-4.39,0,0.248,0.0951,0.000213,0.166,0.585,121.488,4
2QDYig8wMUZContJSCNzaW,"74HomvqoUecDcUPRespyqg,5FwWkrkqRy9Qmny3vqxYUe","Helt Alene","Elektra","Suspekt,Tina Dickow",2011,264080,0,spotify:user:,2012-01-29T13:12:45Z,"danish hip hop,danish pop,danish pop rock,danish singer-songwriter",0.762,0.706,1,-3.168,1,0.146,0.0246,0.429,0.111,0.22,94.937,4
5zqoSGTCK0VxporBeNGCQm,"2g3PKH7Z1Ofn5oGR6oDjLy","Have Love Will Travel","Tournée (Bande originale du film de Mathieu Amalric)","The Sonics",2010-07-12,159293,0,spotify:user:,2012-01-29T13:13:00Z,"classic garage rock,garage rock,protopunk",0.496,0.823,10,-11.071,1,0.0657,0.585,0.000608,0.185,0.931,129.859,4
2hbb5t4UlfG1gCjOZrNQ4g,"74HomvqoUecDcUPRespyqg","Ingen Slukker The Stars","Ingen Slukker The Stars","Suspekt",2003,180866,23,spotify:user:,2012-01-30T18:51:44Z,"danish hip hop,danish pop",0.532,0.639,7,-4.638,1,0.342,0.0191,0,0.342,0.404,93.791,4
0TlMd4F8RLeiVKAzDN3Oj2,"0X7S9BiCFjGRK3U6lazy2J,6CteMUxgJfozfwoRGRtCDs,5OEswjneEc06Bltc6wE0wQ,4gkU3V5EzFhsXS7vNPuNKZ","Rolig - Rolig","TABU Records 10 års jubilæum","Troo.L.S,Orgi-E,Jooks,Tue Track",2009-01-01,271960,14,spotify:user:,2012-01-30T19:37:31Z,"danish hip hop,danish pop",0.779,0.473,1,-8.156,0,0.436,0.417,0.000126,0.0833,0.557,95.021,4
0z5E34e7ZT3XKMYQNXh6tH,"5GtMEZEeFFsuHY8ad4kOxv","Kiss from a Rose","Best 1991 - 2004","Seal",2004,288426,48,spotify:user:,2012-02-04T12:55:08Z,"british soul,new wave pop",0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,3
28z0r9OAnBEGwn1JNnpzfO,"5OEswjneEc06Bltc6wE0wQ","Privilegeret","Priviligeret","Jooks",2009-06-08,230800,0,spotify:user:,2012-02-04T15:53:52Z,"danish hip hop",0.571,0.569,2,-6.845,1,0.335,0.116,0,0.258,0.477,85.002,4
3CZYCZV3hTEzoyLANSAvDi,"5OEswjneEc06Bltc6wE0wQ","Træk Vejret","Priviligeret","Jooks",2009-06-08,214200,0,spotify:user:,2012-02-04T15:53:56Z,"danish hip hop",0.716,0.636,10,-5.802,1,0.324,0.0616,0.00000397,0.0787,0.866,179.849,4
2Scp5axAjCma4To98dwGWf,"4PBsbrIjDe6JastAB32tUa,1FdeDnkzV8eXa0ohEBtfH2","Walking In The Sun - Aba & Simonsen Edit","Walking In The Sun","Dex,Cille",2011-08-22,241613,0,spotify:user:,2012-02-04T16:55:56Z,"",0.654,0.729,0,-7.18,1,0.0477,0.0279,0.00737,0.307,0.348,130.014,4
1AEYT6VxrxXPMoQUxsY0E4,"1UdQqCUR7RwB9YYJONwbdM","Headstrong","Trapt","Trapt",2002-11-05,285569,75,spotify:user:,2012-02-07T15:24:01Z,"alternative metal,nu metal,post-grunge",0.492,0.896,4,-5.819,0,0.117,0.000172,0.00000278,0.189,0.534,184.981,4
6Lphpr9Z6H282Sguw0dUWa,"0Xf8oDAJYd2D0k3NLI19OV","Le Freak - Edit","Les Plus Grands Success De Chic - Chic's Greatest Hits","CHIC",2005-11-22,215693,61,spotify:user:,2012-02-12T00:08:57Z,"disco,funk,motown,soul",0.832,0.553,7,-13.705,1,0.0487,0.0422,0.00356,0.249,0.89,119.825,4
15R5Uw6oXuet9fqZImQoEU,"4uRYpUQZrNrY5t8tAv3XrD","Me & You - Original Mix","Me & You","NERO",2010,235226,0,spotify:user:,2012-02-12T19:37:44Z,"complextro,edm,electro house,melodic dubstep",0.42,0.921,0,-3.436,1,0.0384,0.0000748,0.857,0.14,0.255,144.025,4
3J02SX5a73qjSB8N8freQU,"0nYStwwY321ISCu6BGJq98","Never Played The Bass","More Cracks","Nabiha",2011-09-19,191306,35,spotify:user:,2012-02-13T15:50:58Z,"danish pop",0.789,0.877,9,-4.199,0,0.0457,0.0693,0,0.0578,0.976,128.043,4
5MXIiD0rWHEjrdHIZnrtye,"74HomvqoUecDcUPRespyqg","Parasitter","Elektra","Suspekt",2011,246013,0,spotify:user:,2012-02-13T18:32:34Z,"danish hip hop,danish pop",0.31,0.55,9,-6.941,1,0.0536,0.0814,0.0000281,0.111,0.0399,83.095,5
10dQ88CwBZ8bpbNvaiaRFE,"34tXHp7QVnhFHxvc5kPIdT,5TqWljyVqGn39GKzJ15pH9","Erasus","Erasus","Subkulture,Klayton of Celldweller",2007-11-15,254666,0,spotify:user:,2012-02-14T16:13:48Z,"future rock",0.523,0.867,2,-6.742,0,0.0563,0.00152,0.00151,0.379,0.189,90.027,4
1eyg2jMl8r4OvlZczWniJa,"0UzPzY1vTxgfD0k9O4VR6J","Rock So Well - Club Version","House Society - Summer 2010 Presented by Horny United","Slin Project",2010-06-02,311750,0,spotify:user:,2012-02-17T15:31:38Z,"",0.873,0.763,1,-6.834,1,0.131,0.00114,0.452,0.104,0.825,127.997,4
4WukAOXLa0kvounxIBor5c,"4tZwfgrHOc3mvqYlEYSvVi","Robot Rock","Musique Vol 1","Daft Punk",2006-03-29,287626,0,spotify:user:,2012-02-21T14:21:01Z,"electro,filter house,rock",0.587,0.764,2,-6.285,1,0.0491,0.00000778,0.818,0.0555,0.61,111.799,4
0Of9f2FuqA5ZZ9UFa59CMA,"4tZwfgrHOc3mvqYlEYSvVi","Da Funk","Musique Vol 1","Daft Punk",2006-03-29,328680,0,spotify:user:,2012-02-21T14:21:03Z,"electro,filter house,rock",0.798,0.685,0,-5.291,0,0.0769,0.00208,0.887,0.255,0.89,111.221,4
4hy4fb5D1KL50b3sng9cjw,"6olE6TJLqED3rqDCT0FyPh","Smells Like Teen Spirit","Nirvana (International Version)","Nirvana",2002-01-01,300826,1,spotify:user:,2012-03-02T13:39:44Z,"grunge,permanent wave,rock",0.48,0.875,1,-5.898,1,0.0429,0.0000162,0.000751,0.103,0.826,116.754,4
4FFuYW7niCj8fwcMWJrXje,"4DWnSG0RYPAds8EIKY26q3","ULTRAnumb","Blue Stahli","Blue Stahli",2011-01-01,265434,0,spotify:user:,2012-03-02T18:29:25Z,"cyberpunk,future rock",0.439,0.915,2,-7.078,0,0.0745,0.000184,0.000899,0.326,0.34,91.993,4
